code,name,city,grade,isGovt,feesPerYear,cutoffOpen,cutoffSC,cutoffST,cutoffNT,cutoffOBC,cutoffEWS,cutoffPWD,seatsOpen,seatsST,placementRating
6614,"Sadhu Vaswani Institute Of Management Studies For Girls, Koregaon",Pune,Other,0,0,79.9969812,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
6628,Dattakala Group Of Institutions,Swami - Chincholi Tal. Daund Dist. Pune,Other,0,0,69.7143504,39.3989669,0.0,31.6629561,61.2807064,0.0,0.0,0,0,0.0
6632,Navsahyadri Education Society's Group of Institutions,Unknown,Other,0,0,74.782248,80.5399495,0.0,44.5345198,67.3579428,0.0,49.3533426,0,0,0.0
6634,"KJEI's Trinity Academy of Engineering, Yewalewadi",Pune,Other,0,0,79.9969812,87.2080299,0.0,77.8251197,77.8251197,0.0,0.0,0,0,0.0
6635,Samarth College of Engineering and Management,Unknown,Other,0,0,67.3579428,34.5198145,58.7911466,34.5198145,61.2807064,0.0,0.0,0,0,0.0
6755,JSPM Narhe Technical Campus,Pune.,Other,0,0,94.4270578,94.4270578,85.2118788,92.3361383,90.9663786,0.0,0.0,0,0,0.0
6757,"Yashoda Technical Campus, Wadhe",Satara.,Other,0,0,69.7143504,67.3579428,0.0,31.6629561,58.7911466,0.0,0.0,0,0,0.0
6775,"Yashaswi Education Society's International Institute of Management Science, Chinchwad",Pune,Other,0,0,79.9969812,90.7733494,0.0,90.7733494,71.1549338,0.0,0.0,0,0,0.0
6794,Anantrao Pawar College of Engineering & Research,Pune,Other,0,0,82.8308366,89.1966341,0.0,82.8308366,67.3579428,0.0,0.0,0,0,0.0
6803,Sant Gajanan Maharaj College of Engineering,Gadhinglaj,Other,0,0,76.9216256,73.5368477,0.0,51.4093808,51.4093808,0.0,0.0,0,0,0.0
6812,"Progressive Education Society's Modern Institute of Business Studies, Nigdi",Pune,Other,0,0,95.2942951,96.1125146,90.7733494,93.5511867,93.405226,0.0,0.0,0,0,0.0
6836,Dr.D.Y.Patil Institute Of Management & Entrepreneur Development,Talegaon,Other,0,0,85.3851665,92.1797821,79.9969812,73.5368477,85.2118788,0.0,0.0,0,0,0.0
6899,Chhatrapati Shahu Institute of Business Education & Research,Kolhapur,Other,0,0,82.9644433,89.1966341,0.0,76.9216256,51.4093808,0.0,89.1966341,0,0,0.0
6971,K.B. Joshi Institute of Information Technology,Pune,Other,0,0,0.0,0.0,0.0,0.0,0.0,85.3851665,0.0,0,0,0.0
6973,ASMS Institute of Business Management and Research MCA,Pune,Other,0,0,87.2080299,90.7733494,0.0,77.8251197,85.2118788,0.0,0.0,0,0,0.0
6990,Jaihind Institute of Management and Research,Unknown,Other,0,0,69.7143504,74.782248,61.2807064,44.5345198,44.5345198,0.0,0.0,0,0,0.0
6991,"Dr. D.Y. Patil Technical Campus, Varale, Talegaon",Pune,Other,0,0,87.2080299,93.5511867,87.2080299,76.9216256,85.3851665,0.0,0.0,0,0,0.0
6992,"Pune Cambridge Institute of Management and Computer Application, Ambegaon Pathar",Pune,Other,0,0,92.1797821,93.5511867,0.0,53.942159,89.1331398,0.0,92.1797821,0,0,0.0
16122,Pharate Patil Management Institutes,Unknown,Other,0,0,53.942159,53.942159,0.0,34.5198145,34.5198145,0.0,44.5345198,0,0,0.0
16125,Vivekanand College,Kolhapur,Other,0,0,76.9216256,77.8251197,0.0,69.7143504,69.7143504,0.0,0.0,0,0,0.0
16130,KARMAVEER HIRE ARTS SCIENCE COMMERCE AND EDUCATION COLLEGE,Unknown,Other,0,0,82.8308366,41.4550394,0.0,69.7143504,82.8308366,0.0,82.8308366,0,0,0.0
16145,KARMAVEER BHAURAO PATIL MAHAVIDYALAYA PANDHARPUR AUTONOMOUS,Unknown,Other,0,0,49.3533426,15.5994113,0.0,41.4550394,2.8640429,0.0,0.0,0,0,0.0
16153,MUDHOJI COLLEGE PHALTAN,Unknown,Other,0,0,80.5399495,0.0,0.0,0.0,41.4550394,0.0,0.0,0,0,0.0
16200,YASHWANTRAO CHAVAN MAHAVIDYALAYA,ISLAMPUR,Other,0,0,56.5488095,56.5488095,0.0,0.0,56.5488095,0.0,0.0,0,0,0.0
16207,SADGURU GADGE MAHARAJ COLLEGE KARAD,Unknown,Other,0,0,85.2118788,76.9216256,0.0,56.5488095,71.1549338,0.0,0.0,0,0,0.0
16216,SANGOLA MAHAVIDYALAYA SANGOLA,Unknown,Other,0,0,77.8251197,85.2118788,0.0,85.2118788,41.4550394,0.0,0.0,0,0,0.0
16259,FRIENDS UNION FOR ENERGISING LIVES FUEL COLLEGE,Unknown,Other,0,0,92.3361383,58.7911466,0.0,51.4093808,63.1574978,0.0,0.0,0,0,0.0
16331,SarSam College of Management & Technology,Unknown,Other,0,0,36.496736,0.0,0.0,34.5198145,21.0059952,0.0,0.0,0,0,0.0
16353,Shivsamarth Institute of Management,Talmawale,Other,0,0,56.5488095,27.2744425,0.0,36.496736,9.7430286,0.0,0.0,0,0,0.0
16355,Audyogik Shikshan Mandal's Nextgen Technical Campus,Unknown,Other,0,0,74.782248,0.0,0.0,65.8578922,44.5345198,0.0,0.0,0,0,0.0
16356,Dr. Sudhakar Rao Jadhavar Institute of Management & Technology,Unknown,Other,0,0,76.9216256,79.9969812,0.0,61.2807064,76.9216256,0.0,0.0,0,0,0.0
16358,Zeal Institute of Technology,Unknown,Other,0,0,74.782248,74.782248,0.0,0.0,27.2744425,0.0,0.0,0,0,0.0
